CUST_ID, BALANCE , BALANCE_FREQUENCY , PURCHASES , ONEOFF_PURCHASES , INSTALLMENTS_PURCHASES , CASH_ADVANCE , PURCHASES_FREQUENCY , ONEOFF_PURCHASES_FREQUENCY , PURCHASES_INSTALLMENTS_FREQUENCY , CASH_ADVANCE_FREQUENCY , CASH_ADVANCE_TRX , PURCHASES_TRX , CREDIT_LIMIT , PAYMENTS , MINIMUM_PAYMENTS ,PRC_FULL_PAYMENT,TENURE
C13624,31.11,0.27,230,    ,230,    ,0.17,    ,0.17,    ,    ,2,"4,500.00","1,314.25",134.54,1,12
C13625,41.3,1,655.79,655.79,    ,    ,1,1,    ,    ,    ,13,"6,000.00",685.99,185.52,1,12
C13626,"2,077.34",1,479.94,195,284.94,344.26,0.75,0.25,0.67,0.17,4,13,"2,500.00",619.6,576.19,0,12
C13627,"3,822.39",1,"2,239.10","1,789.70",449.4,    ,1,1,0.67,    ,    ,39,"5,300.00",944.21,919.35,0,12
C13628,"2,966.03",1,    ,    ,    ,"1,607.41",    ,    ,    ,0.25,17,    ,"3,500.00",770.66,789.63,0,12
C13629,"6,046.82",1,502.48,502.48,    ,"3,143.22",0.2,0.2,    ,0.2,2,3,"9,000.00","2,034.82","1,372.66",0,10
C13630,868.04,1,"8,443.97","7,506.99",936.98,"1,637.42",1,1,0.58,0.25,6,46,"9,000.00","7,793.28",233.66,0.909091,12
C13631,"1,861.09",1,"1,752.06","1,417.18",334.88,    ,0.92,0.58,0.67,    ,    ,32,"3,500.00",737.94,437.08,0,12
C13632,"5,944.08",1,    ,    ,    ,584.44,    ,    ,    ,0.42,7,    ,"6,000.00","1,523.59","2,416.46",0,12
C13633,909.16,0.45,200,200,    ,"3,213.62",0.08,0.08,    ,0.42,13,1,"4,000.00",149.4,714.63,0,12
C13634,152.98,0.38,    ,    ,    ,451.82,    ,    ,    ,0.13,1,    ,"1,200.00",54.71,123.05,0,8
C13635,"3,682.72",1,    ,    ,    ,789.02,    ,    ,    ,0.42,16,    ,"4,200.00",980.81,"6,604.76",0,12
C13636,"3,124.58",1,"1,620.09","1,199.92",420.17,"3,440.35",0.83,0.67,0.25,0.17,8,27,"3,600.00","4,563.85","1,920.96",0.083333,12
C13637,"1,677.72",1,"3,088.18","1,480.64","1,607.54",    ,1,1,1,    ,    ,50,"4,100.00","1,669.64",459.39,0,12
C13638,149.14,1,"1,415.42",182,"1,233.42",    ,1,0.08,1,    ,    ,26,"6,000.00","1,186.63",163.03,0.916667,12
C13639,"4,379.07",1,45.84,    ,45.84,"2,191.86",0.17,    ,0.08,0.33,8,2,"5,500.00","2,005.91","1,371.46",0,12
C13640,273.24,1,"2,308.58",    ,"2,308.58",    ,1,    ,1,    ,    ,44,"7,500.00","2,453.35",189.38,0.25,12
C13641,555.34,1,621.03,534.33,86.7,    ,0.42,0.33,0.17,    ,    ,9,"10,500.00",347.75,188.67,0,12
C13642,612.31,1,"1,115.00",715,400,    ,0.33,0.17,0.08,    ,    ,4,"1,800.00","1,407.54",188.78,0,12
C13643,"1,811.88",1,900,    ,900,99.28,0.67,    ,0.67,0.08,1,12,"1,700.00","1,147.83","1,998.40",0,12
C13644,"3,012.64",1,"6,999.56","6,999.56",    ,    ,1,1,    ,    ,    ,81,"3,500.00","5,446.94",573.87,0.166667,12
C13645,"4,175.83",1,    ,    ,    ,"9,968.18",    ,    ,    ,0.91,110,    ,"10,500.00","1,083.43","1,000.21",0,11
C13646,444.02,0.55,    ,    ,    ,"1,101.19",    ,    ,    ,0.17,3,    ,"1,000.00",191.49,243.99,0,12
C13647,"3,690.86",1,    ,    ,    ,"5,737.67",    ,    ,    ,0.58,23,    ,"9,500.00","8,907.70",798.16,0.090909,12
C13648,"4,025.65",1,    ,    ,    ,"1,189.42",    ,    ,    ,0.25,3,    ,"5,650.00","1,138.10","1,210.78",0,12
C13649,"2,754.53",1,    ,    ,    ,146,    ,    ,    ,0.08,1,    ,"3,000.00",606.8,"1,064.07",0,12
C13650,40.07,0.91,833.29,833.29,    ,    ,1,1,    ,    ,    ,12,"7,000.00",766.6,112.99,0.3,12
C13651,"2,183.59",1,381.1,381.1,    ,    ,0.33,0.33,    ,    ,    ,7,"2,400.00","1,052.99",929.72,0,12
C13652,"4,752.69",1,    ,    ,    ,"3,473.01",    ,    ,    ,0.83,36,    ,"5,000.00","2,662.81","2,683.22",0,12
C13653,"5,555.17",1,"6,613.09","3,594.45","3,018.64",    ,1,1,1,    ,    ,119,"9,500.00","5,503.37","1,340.15",0,12
C13654,"1,515.47",1,862.44,    ,862.44,"2,402.32",1,    ,1,0.08,2,12,"5,000.00","5,908.14",412.29,0.166667,12
C13655,"6,744.85",1,4.44,    ,4.44,"19,862.88",0.25,    ,0.17,0.42,11,3,"16,500.00","21,440.30","1,350.82",0.1,12
C13656,"6,930.15",1,    ,    ,    ,"1,710.20",    ,    ,    ,0.17,2,    ,"7,500.00","1,915.64","1,787.89",0,12
C13657,98.68,0.82,540,540,    ,    ,0.75,0.75,    ,    ,    ,9,"1,700.00",364.53,169.37,0.125,12
C13658,663.42,1,608.18,608.18,    ,929.64,0.33,0.33,    ,0.25,9,6,"2,700.00",615,237.02,0,12
C13659,896.62,1,128.86,    ,128.86,    ,0.17,    ,0.17,    ,    ,2,"1,200.00","1,606.85",927.29,0,12
C13660,"2,820.58",0.82,    ,    ,    ,"10,717.89",    ,    ,    ,0.58,11,    ,"7,000.00","9,602.28",937.56,0.142857,12
C13661,"1,077.02",1,465.9,398.1,67.8,272.88,1,0.42,1,0.33,6,33,"1,200.00",360.98,259.24,0,12
C13662,"2,654.35",1,256.68,40.4,216.28,"1,845.16",0.83,0.25,0.75,0.25,23,14,"4,000.00","5,175.71","1,084.90",0.083333,12
C13663,21.79,0.33,    ,    ,    ,273.88,    ,    ,    ,0.17,1,    ,"1,200.00",574.48,30.62,1,6
C13664,264.26,1,175,    ,175,    ,0.42,    ,0.42,    ,    ,5,"1,000.00",152.79,213.2,0,12
C13665,"1,188.10",1,    ,    ,    ,"1,984.80",    ,    ,    ,0.25,6,    ,"1,800.00","2,122.72",360.71,0.090909,12
C13666,"2,317.22",1,741.02,741.02,    ,"1,101.25",0.58,0.58,    ,0.17,2,11,"8,200.00","1,047.50",574.75,0,12
C13668,"1,012.30",0.8,627.51,627.51,    ,"2,169.97",0.5,0.5,    ,0.4,5,5,"4,000.00",304.9,257.22,0,10
C13669,"1,330.72",1,"1,043.64",    ,"1,043.64",    ,1,    ,1,    ,    ,12,"1,300.00","1,210.93","1,598.49",0,12
C13670,"5,983.29",1,"4,170.04","4,020.04",150,"2,359.14",0.75,0.75,0.42,0.58,17,23,"7,000.00","2,974.80","3,232.76",0,12
C13671,"2,822.48",1,"1,203.05",780.13,422.92,"3,521.08",0.58,0.5,0.17,0.58,10,16,"8,500.00","4,359.92",624.01,0.083333,12
C13672,"6,231.29",1,    ,    ,    ,"9,423.62",    ,    ,    ,0.5,7,    ,"10,500.00","7,690.56","1,730.10",0.083333,12
C13673,"2,681.04",1,    ,    ,    ,"1,865.58",    ,    ,    ,0.08,1,    ,"7,000.00","2,806.57",698.3,0,12
C13674,158.66,0.91,752,752,    ,    ,0.25,0.25,    ,    ,    ,4,"2,500.00",865.17,161.71,0,12
C13675,"4,359.96",1,    ,    ,    ,"2,763.61",    ,    ,    ,0.58,22,    ,"5,000.00","1,878.87","3,194.14",0,12
C13676,803.03,1,    ,    ,    ,"1,785.85",    ,    ,    ,0.25,5,    ,"3,400.00",483.89,262.16,0,12
C13677,"1,245.94",1,"5,848.55","3,843.33","2,005.22",    ,1,1,1,    ,    ,73,"5,000.00","4,833.59",271.98,0,12
C13678,149.54,0.64,656.16,186.9,469.26,901.46,0.58,0.17,0.5,0.08,1,19,"3,000.00",226.56,167.09,0,12
C13679,"1,140.81",1,"1,296.47","1,060.24",236.23,490.16,1,0.75,0.83,0.33,5,32,"1,800.00",287.54,299.88,0,12
C13680,33.12,0.91,157.61,157.61,    ,    ,0.33,0.33,    ,    ,    ,8,"1,800.00",173.32,135.66,0.142857,12
C13681,6.69,0.27,133.2,    ,133.2,    ,0.33,    ,0.25,    ,    ,4,"2,500.00",418.45,42.25,0,12
C13682,536.85,0.73,"2,660.21","2,565.24",94.97,    ,0.67,0.42,0.42,    ,    ,13,"4,000.00",931.52,199.63,0,12
C13683,143.03,1,"1,312.35","1,312.35",    ,    ,0.92,0.92,    ,    ,    ,12,300,"1,212.60",178.47,0.5,12
C13684,    ,    ,339.85,339.85,    ,103.33,1,1,    ,0.08,1,12,"6,500.00",432.93,,0,12
C13685,"5,611.76",1,"4,395.20",810.2,"3,585.00","1,271.00",0.75,0.42,0.42,0.25,4,22,"10,000.00","2,697.39","1,264.58",0,12
C13686,216.84,0.91,"2,480.88",279.09,"2,201.79",    ,1,0.25,0.83,    ,    ,36,"7,000.00","2,897.62",141.54,0.3,12
C13687,"1,400.19",1,    ,    ,    ,48.57,    ,    ,    ,0.09,1,    ,"1,500.00",292.26,636.96,0,11
C13688,63.26,0.82,849.57,    ,849.57,    ,0.75,    ,0.75,    ,    ,9,"4,000.00",886.59,123.42,0.636364,12
C13689,"2,473.47",1,    ,    ,    ,944.48,    ,    ,    ,0.27,3,    ,"2,500.00",156.06,"10,474.56",0,11
C13690,544.42,1,710.19,381.03,329.16,    ,0.75,0.33,0.5,    ,    ,14,"1,800.00","1,453.97",242.24,0,12
C13691,1.87,0.45,0.24,0.24,    ,    ,0.08,0.08,    ,    ,    ,    ,"3,000.00",150.38,53.29,0,12
C13692,"1,395.01",0.64,    ,    ,    ,"4,781.14",    ,    ,    ,0.45,10,    ,"5,500.00","1,719.43",467.18,0,11
C13693,"3,221.72",1,    ,    ,    ,935.75,    ,    ,    ,0.08,4,    ,"4,500.00","5,058.39","1,103.84",0.083333,12
C13694,"1,772.32",1,574.14,146,428.14,"2,318.49",0.83,0.17,0.75,0.92,34,15,"7,500.00","2,663.78",404.81,0,12
C13695,899.53,0.71,    ,    ,    ,"1,363.83",    ,    ,    ,0.14,2,    ,"1,500.00",202.26,168.18,0,7
C13696,47.87,0.82,649,147.42,501.58,    ,0.75,0.17,0.67,    ,    ,19,"6,000.00",624.29,191.99,0.875,12
C13697,253.08,0.18,    ,    ,    ,"1,654.92",    ,    ,    ,0.08,1,    ,"1,800.00",    ,,0,12
C13698,"3,053.31",1,"1,889.80","1,242.90",646.9,182.21,0.67,0.58,0.42,0.08,1,27,"8,800.00","1,789.47",988.84,0,12
C13699,592.17,1,    ,    ,    ,"1,058.55",    ,    ,    ,0.14,3,    ,"1,800.00",216.54,124.82,0.142857,7
C13701,286.26,0.86,27.51,27.51,    ,871.2,0.14,0.14,    ,0.43,3,1,500,733.9,122.84,0.25,7
C13702,7.06,0.64,85.8,    ,85.8,    ,0.33,    ,0.25,    ,    ,4,"2,400.00",132.51,118.68,0.333333,12
C13703,135.77,1,"3,997.03","3,943.93",53.1,99.08,0.5,0.17,0.33,0.08,1,7,"5,600.00","3,741.70",206.51,0,12
C13704,30.94,0.91,232.89,    ,232.89,    ,0.42,    ,0.33,    ,    ,10,"16,000.00",86.66,90.17,0.1,12
C13705,35.38,0.55,359.84,    ,359.84,    ,0.42,    ,0.33,    ,    ,9,"5,000.00",503.91,135.33,0.75,12
C13706,242.9,0.64,790.39,540.77,249.62,"3,866.41",0.75,0.17,0.58,0.33,7,16,"10,000.00","3,774.47",121.14,0.3,12
C13707,"1,678.85",1,    ,    ,    ,551.89,    ,    ,    ,0.08,2,    ,"1,800.00",360.42,545.16,0,12
C13708,"1,344.35",1,    ,    ,    ,661.03,    ,    ,    ,0.18,3,    ,"1,500.00",266.8,456.29,0,11
C13709,"1,503.88",1,"3,296.52","2,988.63",307.89,842.26,0.92,0.5,0.75,0.17,2,38,"2,300.00","4,922.59",828.83,0.083333,12
C13710,132.47,1,"1,767.75",500,"1,267.75",    ,0.92,0.08,0.83,    ,    ,12,"6,000.00","1,757.46",169.68,1,12
C13711,"3,516.84",1,"4,019.73","1,932.75","2,086.98",    ,0.92,0.92,1,    ,    ,73,"12,000.00","3,376.57",910.94,0,12
C13712,838.59,0.64,258.49,258.49,    ,"2,220.23",0.18,0.18,    ,0.36,6,2,"2,000.00","2,670.43",988.16,0,11
C13713,93.67,1,674.3,69.5,604.8,    ,1,0.17,1,    ,    ,26,"5,400.00",812.4,194.9,0.083333,12
C13714,"1,106.91",1,515.98,286.81,229.17,    ,0.5,0.17,0.42,    ,    ,7,"12,000.00","1,867.69",283.34,0,12
C13715,13.17,0.27,"1,243.48",643.44,600.04,    ,0.83,0.25,0.58,    ,    ,24,"4,800.00","1,490.98",17.05,0,12
C13717,"4,157.93",1,929.2,631.4,297.8,"2,592.24",0.58,0.33,0.25,0.58,8,12,"8,000.00",934.63,"1,076.54",0,12
C13718,"3,789.30",1,49.98,    ,49.98,    ,0.17,    ,0.17,    ,    ,3,"8,500.00","1,046.94","1,131.58",0,12
C13719,41.14,1,239.23,239.23,    ,    ,0.58,0.58,    ,    ,    ,7,"6,000.00",309.73,149.96,0.083333,12
C13720,"2,843.64",1,116.75,116.75,    ,229.95,0.17,0.17,    ,0.08,2,5,"3,000.00",830.61,707.61,0,12
C13721,150.35,1,352.92,352.92,    ,    ,0.33,0.33,    ,    ,    ,4,"3,100.00",    ,,0,12
C13722,477.82,1,515.6,515.6,    ,    ,0.33,0.33,    ,    ,    ,5,"7,500.00",610.62,277.83,0,12
C13723,294.34,1,"1,851.48",    ,"1,851.48",    ,1,    ,1,    ,    ,12,"1,400.00","1,479.80",197.09,0,12
C13724,58.81,0.64,370,370,    ,19.72,0.08,0.08,    ,0.08,1,1,"1,200.00","1,483.57",144.53,0.090909,12
C13725,"4,476.97",1,360.95,231,129.95,840.96,0.45,0.18,0.27,0.36,11,9,"7,500.00","2,230.33","1,484.64",0,11
C13726,"6,851.04",1,669.93,203.19,466.74,"4,588.03",0.75,0.08,0.67,0.58,14,11,"9,500.00","2,499.80","1,746.51",0,12
C13727,"4,229.91",0.91,"1,631.85","1,631.85",    ,"4,350.23",0.42,0.42,    ,0.08,1,9,"10,000.00","6,211.69","1,157.18",0,12
C13728,11.8,0.5,77.36,    ,77.36,    ,0.5,    ,0.38,    ,    ,4,"1,200.00",103.64,117.66,1,8
C13729,17.13,0.73,95.76,    ,95.76,    ,0.58,    ,0.58,    ,    ,7,"4,000.00",116.96,135.18,0.222222,12
C13730,107.54,1,555,    ,555,    ,1,    ,0.83,    ,    ,6,"1,000.00",313.88,48.97,0,6
C13731,"1,624.00",1,    ,    ,    ,223.29,    ,    ,    ,0.25,5,    ,"1,800.00",781.31,489.27,0,12
C13732,"4,226.82",1,    ,    ,    ,"3,425.65",    ,    ,    ,0.42,8,    ,"7,000.00","1,226.71","1,281.84",0,12
C13733,47.72,0.64,440.37,105,335.37,    ,0.58,0.08,0.5,    ,    ,8,"1,200.00",674.73,168.43,0.8,12
C13734,971.27,0.78,"2,336.32","1,845.99",490.33,    ,0.78,0.78,0.56,    ,    ,31,"4,000.00",299.49,252.19,0,9
C13735,33.02,0.73,295.56,108,187.56,    ,0.67,0.17,0.5,    ,    ,9,"3,000.00",301.89,165.88,0.625,12
C13736,383.92,1,"6,598.29","6,598.29",    ,    ,1,1,    ,    ,    ,102,"9,500.00","4,371.05",229.88,0.916667,12
C13737,"1,725.95",0.73,268,    ,268,"5,074.48",0.33,    ,0.25,0.17,3,4,"4,500.00","8,167.08",760.85,0.142857,12
C13738,288.53,1,341.7,341.7,    ,    ,0.08,0.08,    ,    ,    ,1,"1,000.00",246.93,237.04,0,12
C13739,169.93,1,"2,000.00",    ,"2,000.00",    ,0.92,    ,0.83,    ,    ,21,"7,000.00","1,862.05",171.96,0.909091,12
C13740,"1,827.92",1,"3,626.09","3,626.09",    ,"1,280.42",1,1,    ,0.17,2,15,"6,000.00","1,962.88",462.1,0,12
C13741,"5,368.19",1,"4,050.01","3,863.11",186.9,"4,843.39",0.67,0.58,0.17,0.42,13,32,"13,000.00","14,291.00","1,337.24",0,12
C13742,854.74,1,    ,    ,    ,298.39,    ,    ,    ,0.08,1,    ,"7,000.00","1,397.28",249.1,0,12
C13743,66.74,0.55,    ,    ,    ,325.38,    ,    ,    ,0.08,3,    ,"2,500.00",610.79,110.71,0,12
C13744,"7,064.55",1,    ,    ,    ,"11,582.50",    ,    ,    ,0.75,38,    ,"11,500.00","7,964.18","1,607.12",0,12
C13745,739.12,0.73,380.8,323,57.8,983.23,0.42,0.25,0.25,0.08,2,7,"4,500.00",464.27,211.84,0,12
C13746,"1,001.54",1,"2,577.10",720.1,"1,857.00","2,241.43",1,0.67,0.67,0.42,7,49,"15,500.00","3,875.42",327.22,0.090909,12
C13747,"6,743.54",1,"1,437.65",317.5,"1,120.15","1,957.77",0.75,0.17,0.58,0.25,9,20,"8,000.00","1,585.56","1,696.95",0,12
C13748,"5,342.35",1,    ,    ,    ,"8,075.20",    ,    ,    ,0.33,7,    ,"6,000.00","6,335.00",938.21,0.111111,9
C13749,980.03,1,275,    ,275,    ,0.92,    ,0.92,    ,    ,11,"1,000.00",537.69,649.81,0,12
C13750,"2,374.67",1,339.82,339.82,    ,"1,434.17",0.17,0.17,    ,0.33,4,3,"6,000.00",622.39,604.7,0,12
C13751,633.4,1,    ,    ,    ,"1,330.11",    ,    ,    ,0.17,2,    ,"1,500.00",116.5,171.75,0,12
C13752,"2,899.03",0.86,    ,    ,    ,"3,431.71",    ,    ,    ,0.57,7,    ,"4,000.00",407.4,636.95,0,7
C13753,"2,671.28",1,"2,307.35","2,165.12",142.23,    ,0.83,0.83,0.25,    ,    ,31,"7,500.00",645.69,623.13,0,12
C13754,"1,138.31",1,470.17,470.17,    ,553.63,0.25,0.25,    ,0.08,1,3,"2,100.00",    ,,0,12
C13755,"8,700.08",1,"20,421.59","16,864.56","3,557.03",    ,1,1,1,    ,    ,204,"17,000.00","13,002.30","2,746.59",0.083333,12
C13756,"1,278.67",1,229,229,    ,"1,444.25",0.17,0.17,    ,0.25,10,3,"1,600.00",410.26,456.1,0.083333,12
C13757,"1,375.25",1,    ,    ,    ,142.3,    ,    ,    ,0.08,1,    ,"1,500.00",364.44,404.84,0,12
C13758,"4,496.71",1,945.26,945.26,    ,    ,0.25,0.25,    ,    ,    ,4,"9,500.00","1,149.20","1,093.33",0,12
C13759,955.12,1,    ,    ,    ,"3,798.70",    ,    ,    ,0.5,13,    ,"4,500.00","2,413.36",284.39,0,12
C13760,"1,390.60",1,724.4,724.4,    ,    ,0.5,0.5,    ,    ,    ,9,"7,000.00",998.57,432.99,0,12
C13761,"1,330.59",1,304.6,304.6,    ,    ,1,1,    ,    ,    ,12,"8,000.00","1,310.49",385.18,0,12
C13762,177.59,1,"1,471.55","1,471.55",    ,    ,1,1,    ,    ,    ,25,"25,000.00","1,389.17",262.83,0.916667,12
C13763,19.1,0.64,322.77,    ,322.77,    ,0.58,    ,0.5,    ,    ,7,"5,300.00",409.55,174.82,0.857143,12
C13764,"1,593.71",1,"1,676.78",33.68,"1,643.10","1,370.19",1,0.08,1,0.17,2,38,"1,800.00","1,542.75","1,458.90",0,12
C13765,5.01,1,100.3,100.3,    ,    ,0.08,0.08,    ,    ,    ,1,"5,000.00",188.82,16.85,0,12
C13767,531.35,1,"1,599.02",817.8,781.22,    ,1,0.25,1,    ,    ,46,"8,000.00","1,369.65",200.08,0,12
C13768,"1,184.53",1,467.32,    ,467.32,"2,337.84",1,    ,1,0.58,7,25,"6,500.00",903.64,340,0.083333,12
C13769,16.07,0.64,182.8,79,103.8,    ,0.33,0.08,0.25,    ,    ,4,"1,200.00",294.67,108.49,0.571429,12
C13770,"6,644.83",1,    ,    ,    ,"2,557.01",    ,    ,    ,0.25,9,    ,"7,600.00","1,648.57","2,284.36",0,12
C13771,"2,803.66",1,81.41,    ,81.41,    ,0.5,    ,0.5,    ,    ,6,"3,000.00",839.35,967.57,0,12
C13772,"3,743.77",1,368.44,128.67,239.77,"1,428.19",0.9,0.2,0.7,0.3,3,11,"7,000.00",748.15,767.44,0,10
C13773,"5,970.71",1,"6,091.51","2,071.52","4,019.99",    ,1,0.67,1,    ,    ,111,"8,500.00","2,516.61","1,333.82",0,12
C13774,49.79,1,700,    ,700,    ,1,    ,0.9,    ,    ,10,"1,000.00",658.48,160.91,1,10
C13775,"1,013.71",1,"2,143.28",227.12,"1,916.16","3,610.57",0.92,0.33,0.58,0.08,1,34,"7,500.00","2,945.96",290.54,0,12
C13776,"1,544.28",1,    ,    ,    ,472.46,    ,    ,    ,0.42,8,    ,"1,600.00",771.9,704.46,0,12
C13777,78.4,1,233.34,    ,233.34,    ,0.83,    ,0.83,    ,    ,10,"3,100.00",278.83,202.8,0,12
C13778,712.91,1,602.3,413.99,188.31,    ,1,1,0.67,    ,    ,26,"7,500.00",455.47,205.2,0,12
C13779,916.96,1,156.5,156.5,    ,    ,0.08,0.08,    ,    ,    ,3,"1,200.00",238.96,440.54,0,12
C13780,837.14,1,"5,344.92","3,666.78","1,678.14",    ,1,0.92,1,    ,    ,157,"8,500.00","4,522.49",222.64,0,12
C13781,"6,468.43",1,277.7,277.7,    ,"4,440.77",0.67,0.67,    ,0.33,6,8,"10,000.00","1,544.78","1,970.75",0,12
C13782,35.46,0.91,378.58,378.58,    ,    ,0.08,0.08,    ,    ,    ,2,"2,000.00",388.87,47.74,0,12
C13783,611.98,1,    ,    ,    ,"2,189.89",    ,    ,    ,0.17,2,    ,"1,700.00","2,714.12",232.12,0.25,12
C13784,561.97,1,"2,930.99","2,279.00",651.99,    ,0.75,0.33,0.67,    ,    ,20,"4,000.00",510.36,262.71,0,12
C13785,"2,403.18",1,    ,    ,    ,906.38,    ,    ,    ,0.33,15,    ,"2,500.00","1,089.63","1,784.18",0,12
C13786,658.12,1,"1,294.09",712.68,581.41,106.9,1,0.5,1,0.08,1,62,"4,000.00","1,803.33",176.77,0,12
C13787,502.4,0.43,    ,    ,    ,"1,392.47",    ,    ,    ,0.29,4,    ,"1,500.00",    ,,0,7
C13788,743.39,0.7,"1,530.63","1,530.63",    ,    ,0.2,0.2,    ,    ,    ,4,"3,000.00",393.62,192.21,0,10
C13789,284.51,0.82,83.2,83.2,    ,    ,0.08,0.08,    ,    ,    ,1,"6,500.00","1,033.94",146.83,0.090909,12
C13790,"1,418.85",1,    ,    ,    ,121.07,    ,    ,    ,0.08,1,    ,"1,500.00",275.72,408.67,0,12
C13791,"5,629.22",1,"3,382.96","3,382.96",    ,553.5,1,1,    ,0.17,3,42,"10,500.00","1,537.65","1,279.02",0,12
C13792,"1,210.57",1,"2,077.09","1,578.62",498.47,    ,1,1,0.5,    ,    ,20,"1,500.00",879.9,525.46,0,10
C13793,"2,784.36",1,"1,178.31","1,178.31",    ,    ,0.58,0.58,    ,    ,    ,8,"8,500.00","4,188.76",776.32,0,12
C13794,283.9,1,818.69,519.49,299.2,947.5,0.83,0.17,0.75,0.08,1,15,"8,000.00","4,618.24",199.91,0,12
C13795,"9,630.37",1,"5,245.28","2,931.20","2,314.08",    ,0.5,0.5,0.33,    ,    ,29,"21,000.00","5,669.93","2,420.22",0,12
C13796,105.22,1,"1,445.55","1,135.55",310,    ,1,1,0.42,    ,    ,32,"13,500.00","1,267.66",179.38,0.9,12
C13797,41.08,0.82,280,    ,280,    ,0.67,    ,0.67,    ,    ,8,"9,000.00",479.77,140.71,0.5,12
C13798,954.26,1,611.08,567.32,43.76,    ,0.83,0.67,0.08,    ,    ,14,"3,500.00",795,189.89,0,12
C13799,"5,779.29",1,"5,233.92","3,277.47","1,956.45",    ,1,0.75,1,    ,    ,61,"6,000.00","3,555.59","4,277.74",0,12
C13800,"6,727.93",1,"1,694.48","1,457.48",237,"5,881.18",0.5,0.5,0.17,0.33,10,14,"7,000.00",    ,,0,6
C13801,"1,092.57",1,624.36,    ,624.36,    ,1,    ,1,    ,    ,24,"1,000.00",653.32,"1,210.13",0,12
C13802,"3,012.18",1,"27,790.42","14,605.99","13,184.43",469.07,1,0.67,1,0.08,1,79,"12,000.00","27,839.82",569.4,0.727273,12
C13803,148.51,0.36,562.24,349,213.24,    ,0.33,0.08,0.25,    ,    ,5,"9,000.00",18.21,74.16,0,12
C13804,"2,360.09",1,    ,    ,    ,921.07,    ,    ,    ,0.33,5,    ,"9,000.00",617.36,569.12,0,12
C13805,28.91,1,177.05,    ,177.05,    ,0.5,    ,0.33,    ,    ,5,"1,200.00",165.01,88.21,0,6
C13806,"3,993.25",1,"2,049.97",843.7,"1,206.27",373.34,1,0.58,1,0.33,5,68,"5,200.00","1,089.83",974.98,0,12
C13807,110.98,0.91,150,    ,150,559.65,0.08,    ,0.08,0.17,3,1,"2,000.00",731.17,103.64,0.111111,12
C13809,72.03,1,222.6,222.6,    ,    ,0.33,0.33,    ,    ,    ,4,"7,500.00",390.26,147.65,0,12
C13810,224.31,1,"2,426.96",859.5,"1,567.46",    ,0.75,0.25,0.5,    ,    ,16,"17,500.00","1,660.46",214.35,0,12
C13811,"2,233.49",1,    ,    ,    ,99.65,    ,    ,    ,0.08,1,    ,"5,000.00",536.03,527.13,0,12
C13812,423.48,1,"1,944.47","1,021.09",923.38,    ,1,1,0.67,    ,    ,45,"11,500.00","1,768.26",206.15,0,12
C13813,"3,265.12",0.73,"2,147.01",    ,"2,147.01",    ,1,    ,1,    ,    ,60,"8,000.00","8,481.01","2,978.66",0,12
C13814,"3,341.35",1,192.96,    ,192.96,917.2,1,    ,1,0.33,10,12,"3,500.00","1,136.74","1,603.87",0,12
C13815,30.19,0.91,345.99,120,225.99,    ,0.67,0.25,0.58,    ,    ,15,"9,000.00",99.88,149.18,0.083333,12
C13816,"6,943.43",1,"3,513.64","3,513.64",    ,    ,0.83,0.83,    ,    ,    ,7,"8,000.00",879.21,804.71,0,6
C13817,"9,598.38",1,781.18,332.95,448.23,"5,967.80",1,0.08,1,0.33,14,19,"12,000.00","2,723.36","4,437.76",0,12
C13819,980.37,1,699.33,    ,699.33,    ,1,    ,1,    ,    ,23,"1,000.00","1,002.59",947.93,0,12
C13820,142.83,1,"1,400.18",85,"1,315.18",    ,0.92,0.08,0.83,    ,    ,22,"3,000.00","1,575.11",154.61,0.636364,12
C13821,"3,177.74",1,153.72,153.72,    ,    ,0.42,0.42,    ,    ,    ,5,"3,500.00","1,078.78",780.96,0,12
C13822,"1,751.37",1,    ,    ,    ,"2,811.46",    ,    ,    ,0.33,12,    ,"6,000.00","3,898.31",619.05,0,12
C13823,35.55,1,458.15,    ,458.15,    ,1,    ,0.91,    ,    ,22,"1,000.00",402.17,158.98,0.666667,11
C13824,"1,239.93",1,"1,520.00",770,750,898.22,1,0.33,0.92,0.25,7,25,"1,400.00","2,393.32","1,561.26",0.090909,12
C13825,"2,692.67",1,"13,013.50","9,849.05","3,164.45",    ,1,1,0.83,    ,    ,200,"7,000.00","11,250.02",723.65,0,12
C13826,"3,562.62",1,244.5,244.5,    ,"3,815.28",0.08,0.08,    ,0.17,3,2,"5,500.00","1,402.59",914.74,0,12
C13827,"3,337.18",1,883.39,106.09,777.3,"5,338.55",0.83,0.17,0.75,0.42,12,20,"6,000.00","4,039.08","1,344.98",0.083333,12
C13828,"2,531.15",0.91,    ,    ,    ,"2,718.19",    ,    ,    ,0.09,8,    ,"3,500.00",712.64,728.9,0,11
C13829,784.96,1,    ,    ,    ,397.99,    ,    ,    ,0.08,2,    ,"3,500.00",223.24,279.34,0,12
C13830,"1,632.58",1,    ,    ,    ,115.41,    ,    ,    ,0.25,3,    ,"1,800.00","1,839.75","4,397.36",0,12
C13831,133.43,1,"1,268.22",406.28,861.94,    ,1,1,0.67,    ,    ,21,"6,000.00","1,551.58",182.74,1,12
